ts,Label,Site,Customer
2023-06-11 07:57:11,dining fan off,H1,P1
2023-06-11 08:15:36,making 2 cups of tea ,H3,P7
2023-06-11 08:36:40,turned off mosquito repellent ,H3,P8
2023-06-11 09:12:40,bedroom fan on,H1,P1
2023-06-11 09:17:43,bedroom fan off,H1,P1
2023-06-11 09:24:56,lighting dhup stick,H1,P1
2023-06-11 09:46:31,dining fan on,H1,P1
2023-06-11 09:46:40,cutting vegetables,H1,P1
2023-06-11 10:01:26,cutting complete,H1,P1
2023-06-11 10:13:16,dining fan off,H1,P1
2023-06-11 10:18:40,frying portal and potato,H1,P1
2023-06-11 10:18:42,frying portal and potato,H1,P1
2023-06-11 10:18:42,frying portal and potato,H1,P1
2023-06-11 10:19:54,frying portal and potato,H1,P1
2023-06-11 10:28:07,boiling potal and potato in pressure cooker,H1,P1
2023-06-11 10:31:27,curry complete,H1,P1
2023-06-11 10:31:43,frying aalo parathas,H3,P7
2023-06-11 10:33:28,cooking sag,H1,P1
2023-06-11 10:40:02,sag complete,H1,P1
2023-06-11 10:45:09,fine onion ginger garlic and heating curry,H1,P1
2023-06-11 10:53:08,curry complete,H1,P1
2023-06-11 10:56:39,frying fish,H1,P1
2023-06-11 10:58:31,light on,R1,P41
2023-06-11 11:13:20,making sorsha,H1,P1
2023-06-11 00:50:41,frying in kitchen,H9,P19
2023-06-11 00:51:07,frying eggs at 5 pm CST kitchen,H9,P19
2023-06-11 00:51:20,boiling rice 4 pm at kitchen,H9,P19
2023-06-11 00:52:39,tea making at 1 pm,H9,P19
2023-06-11 11:26:54,making of Hilsa fish soup,H7,P16
2023-06-11 11:28:34,cooking rice,H1,P1
2023-06-11 11:28:53,bedroom fan on,H1,P1
2023-06-11 11:54:28,complete,H1,P1
2023-06-11 12:02:27,heating rice,H1,P1
2023-06-11 12:04:17,rice complete,H1,P1
2023-06-11 12:09:57,bedroom fan of,H1,P1
2023-06-11 12:13:47,making of ripe Mango chutney,H7,P16
2023-06-11 12:16:17,bedroom fan on,H1,P1
2023-06-11 12:46:02,going out from lab,R1,P41
2023-06-11 12:47:01,wake up,R1,P36
2023-06-11 12:58:06,bedroom fan of,H1,P1
2023-06-11 12:59:05,dining fan on,H1,P1
2023-06-11 13:03:21,eating rice,H1,P1
2023-06-11 13:07:08,return to room after 5min,R1,P36
2023-06-11 13:20:12,cleaning table,H1,P1
2023-06-11 13:20:41,frying pointed gourd,H7,P16
2023-06-11 13:22:41,dining fan of,H1,P1
2023-06-11 13:46:53,cooking mutton kosha,H7,P16
2023-06-11 14:01:31,return to lab,R1,P41
2023-06-11 14:14:00,turned on AC,H3,P7
2023-06-11 14:27:00,going out from room,R1,P36
2023-06-11 14:30:05,return to room,R1,P36
2023-06-11 14:30:16,eating lunch,R1,P36
2023-06-11 14:47:27,lunch complete,R1,P36
2023-06-11 15:05:48,turned off AC ,H3,P8
2023-06-11 15:20:19,fan off in room,R1,P36
2023-06-11 15:21:04,going out from room to bath,R1,P36
2023-06-11 15:36:03,return to room,R1,P36
2023-06-11 15:36:52,fan on in room,R1,P36
2023-06-11 15:46:20,window closed in room,R1,P36
2023-06-11 15:46:41,going out from room,R1,P36
2023-06-11 15:47:01,room closed,R1,P36
2023-06-11 15:48:50,fan off in room,R1,P36
2023-06-11 16:19:06,bedroom fan off,H1,P1
2023-06-11 16:35:40,leaving house ,H3,P7
2023-06-11 16:44:33,dining fan on,H1,P1
2023-06-11 17:21:30,making tea,H1,P1
2023-06-11 17:27:09,complete,H1,P1
2023-06-11 17:50:22,dining fan off,H1,P1
2023-06-11 18:02:43,return to lab,R1,P39
2023-06-11 18:19:17,normal outside ,R2,P43
2023-06-11 18:27:22,boiling dal-rice,H3,P7
2023-06-11 18:27:23,boiling dal-rice,H3,P7
2023-06-11 18:49:02,done cooking dal-rice,H3,P7
2023-06-11 18:55:49,lighting dhup stick,H1,P1
2023-06-11 19:02:36,dining fan on,H1,P1
2023-06-11 19:12:24,turned on AC,H3,P7
2023-06-11 19:39:26,eating muri,H1,P1
2023-06-11 19:50:42,cleaning table,H1,P1
2023-06-11 19:53:39,dining fan off,H1,P1
2023-06-11 19:56:08,cleaning dishes,H1,P1
2023-06-11 19:59:04,complete,H1,P1
2023-06-11 20:49:12,turn on mosquito repellent ,H3,P7
2023-06-11 21:44:21,closing kitchen,H1,P1
2023-06-11 22:05:33,going to sleep,H1,P1
2023-06-11 22:13:49,return to lab,R1,P39
2023-06-11 22:47:28,electricity cut,H3,P8
2023-06-11 23:48:51,smp,R2,P43
2023-06-12 05:45:10,going to wake up,H1,P1
2023-06-12 05:53:54,making tea,H1,P1
2023-06-12 06:00:26,tea complete,H1,P1
2023-06-12 06:00:38,taking tea in bedroom,H1,P1
2023-06-12 06:43:42,sweeping house,H1,P1
2023-06-12 06:56:59,mopping house,H1,P1
2023-06-12 07:01:50,dining fan on,H1,P1
2023-06-12 07:08:36,mapping complete,H1,P1
2023-06-11 20:44:35,rice boiling at 4,H9,P19
2023-06-11 20:44:52,fish frying at 4.30 pm at kitchen,H9,P19
2023-06-11 20:45:06,curry making at kitchen 5 pm,H9,P19
2023-06-11 20:45:19,tea making at 8 pm,H9,P19
2023-06-12 07:16:31,cutting vegetables,H1,P1
2023-06-12 07:33:19,complete,H1,P1
2023-06-12 07:33:30,dining fan off,H1,P1
2023-06-12 07:56:15,turned off mosquito repellent ,H3,P7
2023-06-12 08:05:52,lighting dhup stick,H1,P1
2023-06-12 08:13:40,cooking rice,H1,P1
2023-06-12 08:29:14,rice complete,H1,P1
2023-06-12 08:30:59,frying potato and ladies finger,H1,P1
2023-06-12 08:40:27,boiling them in pressure cooker,H1,P1
2023-06-12 08:44:23,curry complete,H1,P1
2023-06-12 08:44:44,heating rice ,H1,P1
2023-06-12 08:47:25,rice complete,H1,P1
2023-06-12 08:48:58,ginger garlic and heating curry,H1,P1
2023-06-12 08:59:02,frying egg,H1,P1
2023-06-12 08:59:12,dining fan on,H1,P1
2023-06-12 08:59:22,exhaust on,H1,P1
2023-06-12 08:59:36,eating rice,H1,P1
2023-06-12 09:03:52,exhaust off ,H1,P1
2023-06-12 09:04:06,cutting mango,H1,P1
2023-06-12 09:19:13,cleaning table,H1,P1
2023-06-12 09:19:27,dining fan off,H1,P1
2023-06-12 09:22:40,bedroom fan on,H1,P1
2023-06-12 09:29:14,Frying bitter gourd ,H3,P8
2023-06-12 09:44:43,bedroom fan of,H1,P1
2023-06-12 09:51:32,flying egg,H1,P1
2023-06-12 09:58:06,complete,H1,P1
2023-06-12 09:58:53,frying potal,H1,P1
2023-06-12 10:00:05,potal complete,H1,P1
2023-06-12 10:00:19,eating rice,H1,P1
2023-06-12 10:00:45,dining fan on,H1,P1
2023-06-12 10:10:48,cutting mango,H1,P1
2023-06-12 10:11:02,eating mango,H1,P1
2023-06-12 10:12:38,AC on,R2,P43
2023-06-12 10:16:07,cleaning table,H1,P1
2023-06-12 10:18:33,dining fan off,H1,P1
2023-06-12 10:22:34,return to lab ,R1,P41
2023-06-12 10:23:02,washing dishes,H1,P1
2023-06-12 10:26:51,cooking complete ,H3,P8
2023-06-12 10:27:15,complete,H1,P1
2023-06-12 10:32:00,came to lab ,R1,P40
2023-06-12 10:37:18,bedroom fan on,H1,P1
2023-06-12 11:06:46,cooking maggie,H7,P15
2023-06-12 11:13:16,cooking maggie end,H7,P15
2023-06-12 11:41:25,boiling daal,H7,P15
2023-06-12 11:43:23,turned on AC,H3,P7
2023-06-12 11:49:16,going out from lab ,R1,P40
2023-06-12 12:00:42,end boiling dal,H7,P15
2023-06-12 12:01:20,cooking rice with carrot,H7,P15
2023-06-12 12:13:54,Cooking Arhar dal in pressure cooker,H7,P15
2023-06-12 12:21:37,bedroom fan off,H1,P1
2023-06-12 12:24:51,came to lab,R1,P42
2023-06-12 12:26:05,ac off,H3,P7
2023-06-12 12:31:40,end boiling dal and rice,H7,P15
2023-06-12 12:31:59,"cutting vegetables (jhinge, potol, alu)",H7,P15
2023-06-12 12:36:00,cooking frying fish,H7,P15
2023-06-12 12:53:54,frying fish complete,H7,P15
2023-06-12 12:59:28,bedroom fan on,H1,P1
2023-06-12 13:18:25,cooking dal,H7,P15
2023-06-12 13:22:41,eating food,R2,P43
2023-06-12 13:22:45,AC on,R2,P43
2023-06-12 13:29:43,cooking potol bhaja,H7,P15
2023-06-12 13:44:30,boiling rice,H7,P15
2023-06-12 13:44:40,cooking jhinge aloo posto,H7,P15
2023-06-12 13:48:31,return to lab ,R1,P39
2023-06-12 14:55:38,microwave on,H7,P15
2023-06-12 15:09:37,turned on AC ,H3,P8
2023-06-12 15:10:58,turned off AC ,H3,P8
2023-06-12 15:26:52,raining outside ,A1,P28
2023-06-12 15:29:18,came to lab ,R1,P40
2023-06-12 15:53:38,complete,H1,P1
2023-06-12 16:24:47,sweeping house,H1,P1
2023-06-12 16:33:28,complete,H1,P1
2023-06-12 18:40:51,lighting dhup stick,H1,P1
2023-06-12 19:04:43,eating chop Muri,H1,P1
2023-06-12 19:13:38,cleaning table,H1,P1
2023-06-12 19:16:42,dining fan off,H1,P1
2023-06-12 20:16:44,going outside ,R2,P43
2023-06-12 20:56:34,entering the room ,A1,P28
2023-06-12 20:56:34,entering the room ,A1,P28
2023-06-12 20:56:38,"entering the room 
",A1,P28
2023-06-12 20:56:40,"entering the room 
",A1,P28
2023-06-12 21:14:24,bedroom fan on,H1,P2
2023-06-12 21:31:00,cutting potato,H1,P1
2023-06-12 21:34:36,complete,H1,P1
2023-06-12 21:34:39,boiling eggs,H7,P15
2023-06-12 21:34:42,boiling eggs,H7,P15
2023-06-12 21:36:17,frying potato,H1,P1
2023-06-12 21:56:05,complete,H1,P1
2023-06-12 22:00:24,making roti,H1,P1
2023-06-12 22:09:17,Roti complete,H1,P1
2023-06-12 22:09:30,bedroom fan off,H1,P1
2023-06-12 22:09:48,dining fan on,H1,P1
2023-06-12 22:09:57,eating dinner,H1,P1
2023-06-12 22:17:08,cleaning table,H1,P1
2023-06-12 22:31:27,dining fan off,H1,P1
2023-06-12 22:32:02,bedroom fan on,H1,P1
2023-06-12 22:32:53,washing dishes,H1,P1
2023-06-12 22:37:20,complete,H1,P1
2023-06-12 22:38:14,Cleaning kitchen,H1,P1
2023-06-12 22:44:21,closing kitchen,H1,P1
2023-06-12 22:52:51,turned on kn the AC,H3,P7
2023-06-12 23:04:30,turned on mosquito repellent ,H3,P7
2023-06-12 23:05:31,rice boil - started 30 mins back,H7,P15
2023-06-12 23:05:31,rice boil - started 30 mins back,H7,P15
2023-06-12 23:05:34,rice boil - started 30 mins back,H7,P15
2023-06-12 23:05:35,rice boil - started 30 mins back,H7,P15
2023-06-12 23:09:19,microwave on at kitchen,H7,P15
2023-06-12 23:18:13,boiling milk,H7,P15
2023-06-12 23:18:40,going to sleep,H1,P1
2023-06-13 00:44:11,return to room,R1,P36
2023-06-13 00:44:16,return to room,R1,P36
2023-06-13 00:45:10,fan is on,R1,P36
2023-06-13 06:28:24,weather normal,H1,P1
2023-06-13 06:28:33,wake up,H1,P1
2023-06-13 06:29:18,bedroom fan off,H1,P1
2023-06-13 06:38:42,making tea,H1,P1
2023-06-13 06:40:29,tea complete,H1,P1
2023-06-13 06:40:45,taking tea in bedroom,H1,P1
2023-06-13 07:12:02,sweeping house,H1,P1
2023-06-13 07:12:03,sweeping house,H1,P1
2023-06-13 07:23:16,mopping house,H1,P1
2023-06-13 07:24:28,dining fan on,H1,P1
2023-06-13 07:33:53,complete,H1,P1
2023-06-13 07:42:02,dining fan up,H1,P1
2023-06-13 08:12:49,lighting dhup stick,H1,P1
2023-06-13 08:13:25,took off sensors,H3,P7
2023-06-13 08:18:16,cooking rice,H1,P1
2023-06-13 08:32:15,complete,H1,P1
2023-06-13 08:32:25,cutting potato,H1,P1
2023-06-13 08:40:17,boiling potato,H1,P1
2023-06-13 08:48:10,complete,H1,P1
2023-06-13 08:48:17,heating rice,H1,P1
2023-06-13 08:54:01,complete,H1,P1
2023-06-13 08:54:27,making posto,H1,P1
2023-06-13 08:59:37,boiling milk,H7,P15
2023-06-13 08:59:46,cooking maggie,H7,P15
2023-06-13 09:02:19,Posto complete,H1,P1
2023-06-13 09:02:29,making dal,H1,P1
2023-06-13 09:10:46,Dal complete,H1,P1
2023-06-13 09:25:45,frying egg,H1,P1
2023-06-13 09:29:25,complete,H1,P1
2023-06-13 09:32:01,dining fan on,H1,P1
2023-06-13 09:32:23,eating rice,H1,P1
2023-06-13 09:46:37,cleaning table,H1,P1
2023-06-13 09:49:00,dining fan off,H1,P1
2023-06-13 10:01:59,making televagha,H1,P1
2023-06-13 10:05:55,complete,H1,P1
2023-06-13 10:06:16,frying egg,H1,P1
2023-06-13 10:07:30,complete,H1,P1
2023-06-13 10:07:51,dining fan on,H1,P1
2023-06-13 10:09:16,eating rice,H1,P1
2023-06-12 23:47:32,tea making at kitchen at 8 pm,H9,P19
2023-06-12 23:47:44,maggi making at 11 pm,H9,P19
2023-06-13 10:21:12,going to bathroom from room,R1,P36
2023-06-13 10:23:55,cleaning table,H1,P1
2023-06-13 10:26:59,dining fan off,H1,P1
2023-06-13 10:27:35,going to common room,R1,P36
2023-06-13 11:33:45,bedroom fan on,H1,P1
2023-06-13 13:12:51,bedroom fan off,H1,P1
2023-06-13 14:17:03,fan on in room,R1,P36
2023-06-13 14:17:13,return to room after bath,R1,P36
2023-06-13 14:32:26,window closed in room,R1,P36
2023-06-13 14:33:38,fan off in room,R1,P36
2023-06-13 14:33:57,going out from room,R1,P36
2023-06-13 16:17:30,washing dishes,H1,P1
2023-06-13 16:24:34,complete,H1,P1
2023-06-13 16:24:44,making tea,H1,P1
2023-06-13 16:31:28,complete,H1,P1
2023-06-13 18:19:50,boiling potato,H1,P1
2023-06-13 18:36:29,AC on,R3,P44
2023-06-13 18:56:00,lighting dhup stick,H1,P1
2023-06-13 19:10:30,making chop,H1,P1
2023-06-13 19:23:27,complete,H1,P1
2023-06-13 19:24:00,eating muri and chop,H1,P1
2023-06-13 19:24:12,dining fan on,H1,P1
2023-06-13 19:35:03,cleaning table,H1,P1
2023-06-13 19:35:17,Washim dresses,H1,P1
2023-06-13 19:39:26,complete,H1,P1
2023-06-13 19:39:44,dining fan of,H1,P1
2023-06-13 19:41:00,going out for room,R3,P44
2023-06-13 21:42:23,making dal,H1,P1
2023-06-13 22:07:28,bedroom fan on,H1,P1
2023-06-13 22:24:13,return to lab,R3,P44
2023-06-13 22:24:18,return to lab,R3,P44
2023-06-13 22:24:31,discussing with someone,R3,P44
2023-06-13 22:37:21,eating dinner,H1,P1
2023-06-13 22:38:27,bedroom fan off,H1,P1
2023-06-13 22:38:34,dining fan on,H1,P1
2023-06-13 22:45:12,cleaning table,H1,P1
2023-06-13 22:51:13,dining fan off,H1,P1
2023-06-13 22:51:23,bedroom fan on,H1,P1
2023-06-13 22:51:49,washing dishes,H1,P1
2023-06-13 22:55:46,complete,H1,P1
2023-06-13 22:55:54,cleaning kitchen,H1,P1
2023-06-13 22:59:11,closing kitchen,H1,P1
2023-06-13 23:10:57,going to sleep,H1,P1
2023-06-14 00:53:10,discussing with someone,R3,P44
2023-06-14 02:47:49,return to room,R1,P36
2023-06-14 02:48:24,window opened in room,R1,P36
2023-06-14 02:48:39,fan on in room,R1,P36
2023-06-14 02:51:36,stand fan on,A3,P30
2023-06-14 02:53:43,going for bath,A3,P30
2023-06-14 02:58:51,came out from bathroom ,A3,P30
2023-06-14 03:01:53,going out from room,A3,P30
2023-06-14 03:08:13,return to room,A3,P30
2023-06-14 03:08:43,stand fan on towards bedroom ,A3,P30
2023-06-14 03:10:31,sleep,A3,P30
2023-06-14 06:06:16,going to wake up,H1,P1
2023-06-14 06:06:36,bedroom fan off,H1,P1
2023-06-14 06:06:53,normal weather,H1,P1
2023-06-14 06:07:15,making tea,H1,P1
2023-06-14 06:15:07,Teer complete,H1,P1
2023-06-14 07:15:27,sweeping house,H1,P1
2023-06-14 07:28:37,mopping house,H1,P1
2023-06-14 07:34:43,dining fan on,H1,P1
2023-06-14 07:43:16,mapping house complete,H1,P1
2023-06-14 07:45:33,dining fan off,H1,P1
2023-06-14 08:09:30,lighting dhup stick,H1,P1
2023-06-14 08:15:31,cooking rice,H1,P1
2023-06-14 08:28:21,Rice complete,H1,P1
2023-06-14 08:51:44,heating rice,H1,P1
2023-06-14 08:54:33,complete,H1,P1
2023-06-14 09:06:07,cutting vegetables,H1,P1
2023-06-14 09:30:35,complete,H1,P1
2023-06-14 09:54:47,boiling potato,H1,P1
2023-06-14 10:00:56,complete,H1,P1
2023-06-14 10:01:31,frying fish,H1,P1
2023-06-14 10:09:22,complete,H1,P1
2023-06-14 10:09:48,cooking sag,H1,P1
2023-06-14 10:22:51,sag complete,H1,P1
2023-06-14 10:27:14,Frying potol ,H1,P1
2023-06-14 10:36:16,complete,H1,P1
2023-06-14 10:37:04,sign onion ginger garlic and making potol and potato curry ,H1,P1
2023-06-14 10:39:44,return to lab,R3,P44
2023-06-14 10:39:52,fan on,R3,P44
2023-06-14 10:50:31,curry complete,H1,P1
2023-06-14 10:53:47,wake up ,A3,P30
2023-06-14 11:01:33,making sorsha,H1,P1
2023-06-14 11:04:49,stand fan on towards dining,A3,P30
2023-06-14 11:10:49,complete,H1,P1
2023-06-14 11:12:03,going for bath,A3,P30
2023-06-14 11:18:27,came out from bathroom ,A3,P30
2023-06-14 11:25:35,stand fan off,A3,P30
2023-06-14 11:25:41,going out from room,A3,P30
2023-06-14 11:52:02,bedroom fan on,H1,P1
2023-06-14 11:52:47,Ranu playing,H1,P1
2023-06-14 12:05:37,window closed in room,R1,P36
2023-06-14 12:05:47,fan off in room,R1,P36
2023-06-14 12:05:59,going out from room,R1,P36
2023-06-14 12:06:04,room closed,R1,P36
2023-06-14 13:41:29,dining fan on,H1,P1
2023-06-14 13:41:42,eating rice,H1,P1
2023-06-14 14:00:07,cleaning table,H1,P1
2023-06-14 14:02:52,dining fan of,H1,P1
2023-06-14 14:07:23,washing dishes,H1,P1
2023-06-14 14:11:22,washing complete,H1,P1
2023-06-14 14:26:00,bedroom fan on,H1,P1
2023-06-14 15:40:41,return to room,A3,P30
2023-06-14 15:40:59,stand fan on towards dining ,A3,P30
2023-06-14 15:46:22,stand fan off,A3,P30
2023-06-14 15:46:23,stand fan off,A3,P30
2023-06-14 15:46:35,going out from room,A3,P30
2023-06-14 16:00:36,bedroom fan on,H1,P2
2023-06-14 17:34:18,bedroom can walk,H1,P2
2023-06-14 17:38:07,making tea,H1,P1
2023-06-14 17:41:08,complete,H1,P1
2023-06-14 17:42:03,dining fan on,H1,P1
2023-06-14 18:14:55,dining fan off,H1,P1
2023-06-14 21:21:44,return to home,A3,P30
2023-06-14 21:22:26,stand fan on towards dining,A3,P30
2023-06-14 21:23:49,balcony door open,A3,P30
2023-06-14 21:39:34,going out from room,A3,P30
2023-06-14 21:55:05,return to room,A3,P30
2023-06-14 23:01:19,bedroom fan on,H1,P1
2023-06-14 23:01:35,mosquito hit on,H1,P1
2023-06-14 23:01:54,going to sleep,H1,P1
2023-06-15 01:51:40,return to room,A3,P30
2023-06-15 05:55:26,going to wake up,H1,P1
2023-06-15 05:55:37,bedroom fan art,H1,P1
2023-06-15 05:55:50,normal weather,H1,P1
2023-06-15 05:56:18,making tea,H1,P1
2023-06-15 06:01:56,complete,H1,P1
2023-06-15 06:02:28,dining fan on,H1,P1
2023-06-15 06:15:39,dining fan off,H1,P1
2023-06-15 06:40:52,sweeping house,H1,P1
2023-06-15 06:56:06,moping house,H1,P1
2023-06-15 07:04:19,dining fan on,H1,P1
2023-06-15 07:11:37,mapping house complete,H1,P1
2023-06-15 07:11:52,dining fan off,H1,P1
2023-06-15 07:17:01,cutting vegetables,H1,P1
2023-06-15 07:36:25,complete,H1,P1
2023-06-15 08:05:38,lighting dhup stick,H1,P1
2023-06-15 08:09:56,cooking dal,H1,P1
2023-06-15 08:21:21,complete,H1,P1
2023-06-15 08:21:53,cooking rice in pressure cooker,H1,P1
2023-06-15 08:33:50,complete,H1,P1
2023-06-15 08:41:11,frying onion ginger garlic and heating dull,H1,P1
2023-06-15 08:43:14,exhaust fan on,H1,P1
2023-06-15 08:47:20,Dal complete,H1,P1
2023-06-15 08:48:39,crying potol,H1,P1
2023-06-15 08:53:21,dining fan on,H1,P1
2023-06-15 08:55:33,frying egg,H1,P1
2023-06-15 08:57:19,complete,H1,P1
2023-06-15 08:57:37,hiting rice,H1,P1
2023-06-15 09:02:26,complete,H1,P1
2023-06-15 09:02:50,eating rice,H1,P1
2023-06-15 09:16:58,cleaning table,H1,P1
2023-06-15 09:21:41,dining fan of,H1,P1
2023-06-15 09:31:43,washing dishes,H1,P1
2023-06-15 09:35:24,complete,H1,P1
2023-06-15 09:35:34,closing kitchen,H1,P1
2023-06-15 10:39:05,return to lab,R3,P44
2023-06-15 10:39:16,discussing with someone,R3,P44
2023-06-15 12:42:26,out for lunch,R3,P44
2023-06-15 12:43:47,return to lab,R1,P39
2023-06-15 13:02:39,fan off,H6,P13 
2023-06-15 14:07:40,eating ,H6,P13 
2023-06-15 14:07:43,fan on,H6,P13 
2023-06-15 14:51:28,going out from room ,A3,P30
2023-06-15 16:29:05,making tea,H6,P13 
2023-06-15 16:32:26,tea complete,H6,P13 
2023-06-15 17:28:17,dining fan on,H1,P1
2023-06-15 17:33:49,discussing with someone,R3,P44
2023-06-15 17:34:03,fan on,R3,P44
2023-06-15 17:34:22,Ac on,R3,P44
2023-06-15 17:34:23,Ac on,R3,P44
2023-06-15 17:36:50,dining fan of,H1,P1
2023-06-15 17:45:12,discussing with someone,R3,P44
2023-06-15 18:52:34,lighting dhup stick,H1,P1
2023-06-15 19:30:51,frying onion ginger garlic heating ghugni,H1,P1
2023-06-15 19:58:49,going out for room,R3,P44
2023-06-15 21:24:39,eating dinner,H1,P1
2023-06-15 21:24:53,dining fan on,H1,P1
2023-06-15 21:38:51,cleaning table,H1,P1
2023-06-15 22:09:19,washing dishes,H1,P1
2023-06-15 22:13:26,complete,H1,P1
2023-06-15 22:13:35,dining fan off,H1,P1
2023-06-15 22:30:58,bedroom fan on,H1,P1
2023-06-15 22:31:10,going to sleep,H1,P1
2023-06-16 00:50:39,return to room ,A3,P30
2023-06-16 00:54:57,stand fan on towards dining,A3,P30
2023-06-16 05:38:12,Wi-Fi is down no net,H1,P2
2023-06-16 05:38:36,bedroom fan off,H1,P2
2023-06-16 05:38:57,going to wake up,H1,P2
2023-06-16 08:12:22,potato cutting,H1,P2
2023-06-16 08:12:37,cooking rice,H1,P2
2023-06-16 08:21:25,cutting potato and ladies finger,H1,P2
2023-06-16 08:22:25,rice complete,H1,P2
2023-06-16 08:26:17,cooking sabji,H1,P2
2023-06-16 08:28:23,fring potato and lady finger,H1,P2
2023-06-16 08:33:20,boiling pressure cooker,H1,P2
2023-06-16 08:33:56,making tea,H6,P13 
2023-06-16 08:34:01,cutting ginger and,H1,P2
2023-06-16 08:34:02,cleaning utensil,H6,P13 
2023-06-16 08:37:44,heating rice,H1,P2
2023-06-16 08:43:01,frying boil potato,H1,P2
2023-06-16 08:43:18,rice complete,H1,P2
2023-06-16 08:43:18,rice complete,H1,P2
2023-06-16 08:46:35,cooking rice,H6,P13 
2023-06-16 08:46:44,cooking sphagetti,H6,P13 
2023-06-16 08:46:48,chimney on,H6,P13 
2023-06-16 08:48:54,final touch sabji,H1,P2
2023-06-16 09:02:19,skipping room,H1,P2
2023-06-16 09:14:11,spaghetti over ,H6,P13 
2023-06-16 09:23:11,frime egg,H1,P2
2023-06-16 09:25:05,dining fan on,H1,P2
2023-06-16 09:25:14,eating rice,H1,P2
2023-06-16 09:35:44,cleaning table,H1,P2
2023-06-16 09:48:04,dining fan off,H1,P2
2023-06-16 09:49:00,cooking dal,H6,P13 
2023-06-16 09:49:05,cooking aloo posto,H6,P13 
2023-06-16 11:53:26,lighting dhup stick,H1,P1
2023-06-16 13:34:45,bedroom 1 fan on,H1,P1
2023-06-16 14:29:07,.bed room one fan of,H1,P1
2023-06-16 17:34:28,making tea,H1,P1
2023-06-16 17:37:55,complete,H1,P1
2023-06-16 18:02:03,washing dishes,H1,P1
2023-06-16 18:05:35,complete,H1,P1
2023-06-16 18:54:45,lighting dhup stick,H1,P1
2023-06-16 20:40:08,came to room,A7,P34
2023-06-16 20:40:30,switch on light and fan,A7,P34
2023-06-16 21:15:20,making tea,A7,P34
2023-06-16 21:17:18,Current gone,A7,P34
2023-06-16 21:17:53,current came,A7,P34
2023-06-16 21:19:54,completed,A7,P34
2023-06-16 22:09:52,having dinner,A7,P34
2023-06-16 23:24:22,going to sleep,A7,P34
2023-06-17 02:04:31,return to room ,A3,P30
2023-06-17 02:04:35,stand fan on towards dining ,A3,P30
2023-06-16 16:07:50,tea making at 1 pm,H9,P19
2023-06-16 16:08:08,cooking at kitchen 3.30 pm,H9,P19
2023-06-16 16:08:24,door opening and too much smoke at 4 pm kitchen,H9,P19
2023-06-17 07:32:57,wake up bed,H1,P2
2023-06-17 07:39:37,tea complete,H1,P2
2023-06-17 08:18:50,sweeping house,H1,P1
2023-06-17 08:28:16,mapping house,H1,P1
2023-06-17 08:36:52,dining fan on,H1,P1
2023-06-17 08:43:15,complete,H1,P1
2023-06-17 09:00:31,dining fan off,H1,P1
2023-06-17 09:06:10,making poha,H6,P13 
2023-06-17 09:06:15,making rice,H6,P13 
2023-06-17 09:16:19,making chapati,H6,P13 
2023-06-17 09:16:19,making chapati,H6,P13 
2023-06-17 09:16:23,poha over,H6,P13 
2023-06-17 09:29:28,lighting dhup stick,H1,P1
2023-06-17 09:55:50,woke up 1 hour ago,A7,P34
2023-06-17 09:56:53,boiling milk,A7,P34
2023-06-17 09:59:41,complete,A7,P34
2023-06-17 10:04:04,boiling milk,A7,P34
2023-06-17 10:06:20,boiling complete,A7,P34
2023-06-17 10:07:27,Frank Chilli,H1,P1
2023-06-17 10:07:48,frying egg,H1,P1
2023-06-17 10:09:51,started boiling tea,A7,P34
2023-06-17 10:09:52,started boiling tea,A7,P34
2023-06-17 10:12:11,dining fan on,H1,P1
2023-06-17 10:12:19,eating rice,H1,P1
2023-06-17 10:13:22,tea complete,A7,P34
2023-06-17 10:25:58,cleaning table,H1,P1
2023-06-17 10:26:56,dining fan off,H1,P1
2023-06-17 10:30:25,bedroom fan on,H1,P1
2023-06-17 11:02:01, boiling rice,A7,P34
2023-06-17 11:04:48,bedroom fan off,H1,P1
2023-06-17 11:33:04,rice completed,A7,P34
2023-06-17 11:43:59,bedroom fan on,H1,P1
2023-06-17 11:53:55,cutting onions and garlic,A7,P34
2023-06-17 12:08:18,frying saag,A7,P34
2023-06-17 12:16:02,frying completed,A7,P34
2023-06-17 12:25:40,making chicken curry,A7,P34
2023-06-17 12:58:40,cooking completed,A7,P34
2023-06-17 14:36:26,raining outside,H1,P1
2023-06-17 15:05:16,cloudy weather,H1,P1
2023-06-17 09:20:00,cooking fish,H6,P13 
2023-06-17 16:15:16,normal weather,H1,P1
2023-06-17 16:19:32,complete,H1,P1
2023-06-17 17:28:22,making tea,H6,P13 
2023-06-17 18:14:28,cooking rice,H6,P13 
2023-06-17 18:14:38,making paneer butter masala ,H6,P13 
2023-06-17 19:34:22,lighting dhup stick,H1,P1
2023-06-17 19:43:25,dining fan on,H1,P1
2023-06-17 20:08:25,making tea,A7,P34
2023-06-17 20:11:39,completed,A7,P34
2023-06-17 20:16:29,making tea,H1,P1
2023-06-17 20:18:50,complete,H1,P1
2023-06-17 20:28:11,dining fan off,H1,P1
2023-06-17 21:46:10,making dal,H1,P1
2023-06-17 21:50:14,complete,H1,P1
2023-06-17 22:00:29,heating dal,H1,P1
2023-06-17 22:05:04,complete,H1,P1
2023-06-17 22:10:13,making roti,H1,P1
